sku,slug,nameTh,nameZh,nameEn,descriptionTh,descriptionZh,descriptionEn,priceCents,currency,stock,weightGrams,category,tags,images,active
MAMA-OK-HKR-85G-4PK,mama-ok-hot-korean-noodle-85g-4pcs,มาม่าออเรียนทัลคิตเชน รสฮอตโคเรียน 85g (4 ซอง),妈妈牌 Oriental Kitchen 韩式辣味炒面 85克 (4包装),Mama OK Hot Korean Noodle 85g (Pack of 4),มาม่าออเรียนทัลคิตเชน รสฮอตโคเรียน 85g (4 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,妈妈牌 Oriental Kitchen 韩式辣味炒面 85克 (4包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Mama OK Hot Korean Noodle 85g (Pack of 4) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4100,CNY,50,380,Instant Food,妈妈牌|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mama-ok-hkr-85g-4pk.webp,true
MAMA-TYK-CRM-55G-10PK,mama-tom-yum-goong-creamy-55g-10pcs,มาม่า รสต้มยำกุ้งน้ำข้น 55g (10 ซอง),妈妈牌浓汤冬阴功虾味面 55克 (10包装),Mama Creamy Tom Yum Goong 55g (Pack of 10),มาม่า รสต้มยำกุ้งน้ำข้น 55g (10 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,妈妈牌浓汤冬阴功虾味面 55克 (10包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Mama Creamy Tom Yum Goong 55g (Pack of 10) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4700,CNY,50,600,Instant Food,妈妈牌浓汤冬阴功虾味面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mama-tyk-crm-55g-10pk.webp,true
NSN-KSC-60G-5PK,nissin-korean-spicy-chicken-60g-5pcs,นิสชินซอง รสไก่เผ็ดเกาหลี 60g (5 ซอง),日清韩式辣鸡味方便面 60克 (5包装),Nissin Korean Spicy Chicken 60g (Pack of 5),นิสชินซอง รสไก่เผ็ดเกาหลี 60g (5 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,日清韩式辣鸡味方便面 60克 (5包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Nissin Korean Spicy Chicken 60g (Pack of 5) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",3400,CNY,50,330,Instant Food,日清韩式辣鸡味方便面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/nsn-ksc-60g-5pk.webp,true
MAMA-TYK-55G-10PK,mama-tom-yum-goong-55g-10pcs,มาม่า รสต้มยำกุ้ง 55g (10 ซอง),妈妈牌冬阴功虾味面 55克 (10包装),Mama Tom Yum Goong 55g (Pack of 10),มาม่า รสต้มยำกุ้ง 55g (10 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,妈妈牌冬阴功虾味面 55克 (10包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Mama Tom Yum Goong 55g (Pack of 10) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4700,CNY,50,600,Instant Food,妈妈牌冬阴功虾味面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mama-tyk-55g-10pk.webp,true
YY-CN-CRN-120G-6PK,yumyum-chang-noi-corn-120g-6pcs,ยำยำช้างน้อย รสข้าวโพด 120g (6 ซอง),养养小象玉米味面 120克 (6包装),Yum Yum Chang Noi Corn 120g (Pack of 6),ยำยำช้างน้อย รสข้าวโพด 120g (6 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,养养小象玉米味面 120克 (6包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Yum Yum Chang Noi Corn 120g (Pack of 6) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4000,CNY,50,760,Instant Food,养养小象玉米味面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/yy-cn-crn-120g-6pk.webp,true
MAMA-OK-CBN-85G,mama-ok-carbonara-bacon-noodle-85g,มาม่าออเรียนทัลคิตเชน รสคาโบนาร่าเบคอน 85g,妈妈牌 Oriental Kitchen 培根卡邦尼炒面 85克,Mama OK Carbonara Bacon Noodle 85g,มาม่าออเรียนทัลคิตเชน รสคาโบนาร่าเบคอน 85g สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,妈妈牌 Oriental Kitchen 培根卡邦尼炒面 85克，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Mama OK Carbonara Bacon Noodle 85g — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4100,CNY,50,100,Instant Food,妈妈牌|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mama-ok-cbn-85g.webp,true
MAMA-CUP-TKC-60G-6PK,mama-cup-creamy-shrimp-tom-yum-60g-6pcs,มาม่าคัพ รสต้มกุ้งน้ำข้น 60g (6 ถ้วย),妈妈牌浓汤虾味杯面 60克 (6杯装),Mama Cup Creamy Shrimp Tom Yum 60g (Pack of 6),มาม่าคัพ รสต้มกุ้งน้ำข้น 60g (6 ถ้วย) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,妈妈牌浓汤虾味杯面 60克 (6杯装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Mama Cup Creamy Shrimp Tom Yum 60g (Pack of 6) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",5200,CNY,50,500,Instant Food,妈妈牌浓汤虾味杯面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mama-cup-tkc-60g-6pk.webp,true
WW-QZC-TKL-60G-6PK,waiwai-quick-zaab-tom-klong-cup-60g-6pcs,ไวไวควิกแสบคัพ รสต้มโคล้ง 60g (6 ถ้วย),WaiWai Quick 酸辣冬克隆汤杯面 60克 (6杯装),Wai Wai Quick Zaab Tom Klong Cup 60g (Pack of 6),ไวไวควิกแสบคัพ รสต้มโคล้ง 60g (6 ถ้วย) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,WaiWai Quick 酸辣冬克隆汤杯面 60克 (6杯装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Wai Wai Quick Zaab Tom Klong Cup 60g (Pack of 6) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4900,CNY,50,500,Instant Food,WaiWai|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ww-qzc-tkl-60g-6pk.webp,true
YY-FLT-SUK-55G-10PK,yumyum-flat-noodle-suki-55g-10pcs,ยำยำเส้นแบนซอง รสสุกี้ 55 กรัม แพ็ก 10 ซอง,养养寿喜烧味扁面 55克 (10包装),Yum Yum Flat Noodle Suki 55g (Pack of 10),ยำยำเส้นแบนซอง รสสุกี้ 55 กรัม แพ็ก 10 ซอง สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,养养寿喜烧味扁面 55克 (10包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Yum Yum Flat Noodle Suki 55g (Pack of 10) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4400,CNY,50,600,Instant Food,养养寿喜烧味扁面|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/yy-flt-suk-55g-10pk.webp,true
WW-BWL-ORI-70G-3PK,waiwai-bowl-original-70g-3pcs,ไวไวชาม รสปรุงสำเร็จ 70 กรัม (แพ็ก 3 ชาม),WaiWai 经典碗面 70克 (3碗装),Wai Wai Bowl Original 70g (Pack of 3),ไวไวชาม รสปรุงสำเร็จ 70 กรัม (แพ็ก 3 ชาม) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,WaiWai 经典碗面 70克 (3碗装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Wai Wai Bowl Original 70g (Pack of 3) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",4900,CNY,50,300,Instant Food,WaiWai|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ww-bwl-ori-70g-3pk.webp,true
WW-VEG-MSH-60G-30PK,waiwai-vegetarian-shiitake-60g-30pcs,ไวไวซอง รสเห็ดหอมเจ 60 กรัม (ยกลัง 30 ซอง),WaiWai 香菇素食面 60克 (整箱30包),Wai Wai Vegetarian Shiitake 60g (Case of 30),ไวไวซอง รสเห็ดหอมเจ 60 กรัม (ยกลัง 30 ซอง) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,WaiWai 香菇素食面 60克 (整箱30包)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Wai Wai Vegetarian Shiitake 60g (Case of 30) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",14000,CNY,50,1900,Instant Food,WaiWai|泰国方便面|速食|泰国特产|进口方便面|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ww-veg-msh-60g-30pk.webp,true
BIO-UV-AQR-50G,biore-uv-aqua-rich-watery-essence-spf50,บิโอเร ยูวี อะควาริช วอเตอร์รี่ เอสเซนส์ ซันสกรีน SPF50+,碧柔水感防晒精华 SPF50+,Biore UV Aqua Rich Watery Essence SPF50+,บิโอเร ยูวี อะควาริช วอเตอร์รี่ เอสเซนส์ ซันสกรีน SPF50+ สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,碧柔水感防晒精华 SPF50+，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Biore UV Aqua Rich Watery Essence SPF50+ — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",9000,CNY,50,90,Personal Care,碧柔水感防晒精华|个人护理|泰国日用品|泰国正品|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/bio-uv-aqr-50g.webp,true
CLN-UV-SS-28ML,clear-nose-uv-sun-serum-spf50-28ml,Clear Nose เซรั่มกันแดด UV Sun Serum SPF50+ PA++++ 28 มล.,Clear Nose 防晒精华 SPF50+ PA++++ 28毫升,Clear Nose UV Sun Serum SPF50+ PA++++ 28ml,Clear Nose เซรั่มกันแดด UV Sun Serum SPF50+ PA++++ 28 มล. สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Clear Nose 防晒精华 SPF50+ PA++++ 28毫升，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Clear Nose UV Sun Serum SPF50+ PA++++ 28ml — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",8800,CNY,50,60,Personal Care,Clear|个人护理|泰国日用品|泰国正品|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/cln-uv-ss-28ml.webp,true
ZIP-RSP-SET-3PK,zipso-rice-soup-set-3-flavors-300g,ซิปโซ่ ข้าวต้ม เซ็ต 3 รส (กข.43 / ข้าวแดง / ข้าวกล้องหอมมะลิ) 300 กรัม x3,Zipso 泰国米粥三口味组合装 300克x3,Zipso Rice Soup Set of 3 Flavors 300g x3,ซิปโซ่ ข้าวต้ม เซ็ต 3 รส (กข.43 / ข้าวแดง / ข้าวกล้องหอมมะลิ) 300 กรัม x3 สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Zipso 泰国米粥三口味组合装 300克x3，泰国正品，精选泰国人气商品，泰国直邮。,"Zipso Rice Soup Set of 3 Flavors 300g x3 — 100% authentic Thai product, shipped directly from Thailand.",4500,CNY,50,990,Instant Soup,Zipso|泰国米粥|速食粥|方便早餐|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/zip-rsp-set-3pk.webp,true
DKM-MNG-40G-6PK,doi-kham-dried-mango-40g-6pcs,ดอยคำ มะม่วงอบแห้ง 40 กรัม (แพ็ก 6 ชิ้น),Doi Kham 皇家芒果干 40克 (6包装),Doi Kham Dried Mango 40g (Pack of 6),ดอยคำ มะม่วงอบแห้ง 40 กรัม (แพ็ก 6 ชิ้น) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Doi Kham 皇家芒果干 40克 (6包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Doi Kham Dried Mango 40g (Pack of 6) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",10900,CNY,50,280,Dried Fruits,Doi|泰国果干|水果干|泰国特产|进口零食|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/dkm-mng-40g-6pk.webp,true
TAR-DRN-FD-25G-4PK,thai-aroi-freeze-dried-monthong-durian-25g-4pcs,ไทยอร่อย ทุเรียนหมอนทองอบกรอบ 25 กรัม (แพ็ก 4 ชิ้น),Thai Aroi 金枕头冻干榴莲 25克 (4包装),Thai Aroi Freeze-Dried Monthong Durian 25g (Pack of 4),ไทยอร่อย ทุเรียนหมอนทองอบกรอบ 25 กรัม (แพ็ก 4 ชิ้น) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Thai Aroi 金枕头冻干榴莲 25克 (4包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Thai Aroi Freeze-Dried Monthong Durian 25g (Pack of 4) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",13900,CNY,50,150,Dried Fruits,Thai|泰国果干|水果干|泰国特产|进口零食|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/tar-drn-fd-25g-4pk.webp,true
CTF-DRN-90G,chat-thai-foods-dried-durian-90g,ฉัตรไทยฟู้ดส์ ทุเรียนอบแห้งฝาใหญ่ 90 กรัม,Chat Thai Foods 榴莲干大罐装 90克,Chat Thai Foods Dried Durian 90g,ฉัตรไทยฟู้ดส์ ทุเรียนอบแห้งฝาใหญ่ 90 กรัม สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Chat Thai Foods 榴莲干大罐装 90克，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"Chat Thai Foods Dried Durian 90g — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",11900,CNY,50,200,Dried Fruits,Chat|泰国果干|水果干|泰国特产|进口零食|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ctf-drn-90g.webp,true
RTS-BNN-SUN-90G-4PK,rai-tabtim-siam-sun-dried-banana-90g-4pcs,OTOP ไร่ทับทิมสยาม กล้วยตากพลังงานแสงอาทิตย์ 90 กรัม (แพ็ก 4 ชิ้น),OTOP 泰式日晒香蕉干 90克 (4包装),OTOP Rai Tabtim Siam Sun-Dried Banana 90g (Pack of 4),OTOP ไร่ทับทิมสยาม กล้วยตากพลังงานแสงอาทิตย์ 90 กรัม (แพ็ก 4 ชิ้น) สินค้าของแท้ 100% จาก 7-Eleven ประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,OTOP 泰式日晒香蕉干 90克 (4包装)，泰国7-Eleven正品，精选泰国人气商品，泰国直邮。,"OTOP Rai Tabtim Siam Sun-Dried Banana 90g (Pack of 4) — 100% authentic from 7-Eleven Thailand, shipped directly from Thailand.",5800,CNY,50,400,Dried Fruits,OTOP|泰国果干|水果干|泰国特产|进口零食|7-Eleven热销,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/rts-bnn-sun-90g-4pk.webp,true
