sku,slug,nameTh,nameZh,nameEn,descriptionTh,descriptionZh,descriptionEn,priceCents,currency,stock,weightGrams,category,tags,images,active,makroUrl
CHK-CNM-250ML-6PK,chaokoh-coconut-milk-uht-250ml-6pcs,ชาวเกาะ กะทิ UHT 250 มล. (แพ็ก 6 กล่อง),俏果椰浆 250毫升 (6盒装),Chaokoh Coconut Milk UHT 250ml (Pack of 6),ชาวเกาะ กะทิ UHT 250 มล. (แพ็ก 6 กล่อง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,俏果椰浆 250毫升 (6盒装)，泰国正品，精选泰国人气商品，泰国直邮。,"Chaokoh Coconut Milk UHT 250ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",11400,CNY,50,1650,Thai Cooking,俏果椰浆|泰国调料|泰式料理|泰国厨房|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/chk-cnm-250ml-6pk.webp,true,https://www.makro.pro/th/p/164908-6761197502659
MPN-SCS-CKN-260G-6PK,maepranom-sweet-chili-sauce-260g-6pcs,แม่ประนอม น้ำจิ้มไก่ 260 กรัม (แพ็ก 6 ขวด),泰式甜辣鸡酱 260克 (6瓶装),Mae Pranom Sweet Chili Sauce 260g (Pack of 6),แม่ประนอม น้ำจิ้มไก่ 260 กรัม (แพ็ก 6 ขวด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,泰式甜辣鸡酱 260克 (6瓶装)，泰国正品，精选泰国人气商品，泰国直邮。,"Mae Pranom Sweet Chili Sauce 260g (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",10500,CNY,50,1900,Thai Cooking,泰式甜辣鸡酱|泰国调料|泰式料理|泰国厨房|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mpn-scs-ckn-260g-6pk.webp,true,https://www.makro.pro/th/p/600457-7078714605763
DSB-SOY-300ML-6PK,dek-som-boon-thin-soy-sauce-300ml-6pcs,เด็กสมบูรณ์ ซีอิ๊วขาว สูตร 1 300 มล. (แพ็ก 6 ขวด),童子牌白酱油一号配方 300毫升 (6瓶装),Dek Som Boon Thin Soy Sauce Formula 1 300ml (Pack of 6),เด็กสมบูรณ์ ซีอิ๊วขาว สูตร 1 300 มล. (แพ็ก 6 ขวด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,童子牌白酱油一号配方 300毫升 (6瓶装)，泰国正品，精选泰国人气商品，泰国直邮。,"Dek Som Boon Thin Soy Sauce Formula 1 300ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",10900,CNY,50,2400,Thai Cooking,童子牌白酱油一号配方|泰国调料|泰式料理|泰国厨房|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/dsb-soy-300ml-6pk.webp,true,https://www.makro.pro/th/p/146454-6761215721667
MPR-CRP-VEG-80G,maeporn-vegetarian-red-curry-paste-80g,ตราแม่พร พริกแกงเผ็ดเจ 80 กรัม,泰式素红咖喱酱(无虾酱) 80克,Mae Porn Vegetarian Red Curry Paste 80g,ตราแม่พร พริกแกงเผ็ดเจ 80 กรัม สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,泰式素红咖喱酱(无虾酱) 80克，泰国正品，精选泰国人气商品，泰国直邮。,"Mae Porn Vegetarian Red Curry Paste 80g — 100% authentic Thai product, shipped directly from Thailand.",2900,CNY,50,100,Thai Cooking Paste,泰式素红咖喱酱(无虾酱)|泰国咖喱酱|泰式料理|泰国调料,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mpr-crp-veg-80g.webp,true,https://www.makro.pro/th/p/P-80-JJ-015-7276800409795
GGI-FLR-150G-12PK,gogi-tempura-flour-150g-12pcs,โกกิ แป้งทอดกรอบ 150 กรัม (แพ็ก 12 ซอง),Gogi 香脆炸粉 150克 (12包装),Gogi Tempura Flour 150g (Pack of 12),โกกิ แป้งทอดกรอบ 150 กรัม (แพ็ก 12 ซอง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Gogi 香脆炸粉 150克 (12包装)，泰国正品，精选泰国人气商品，泰国直邮。,"Gogi Tempura Flour 150g (Pack of 12) — 100% authentic Thai product, shipped directly from Thailand.",11600,CNY,50,1900,Thai Cooking,Gogi|泰国调料|泰式料理|泰国厨房|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ggi-flr-150g-12pk.webp,true,https://www.makro.pro/th/p/101070-7078724305091
MNY-PSG-1KG,muangniyom-coconut-palm-sugar-1kg,เมืองนิยม น้ำตาลมะพร้าว 1 กก.,泰式椰糖 1公斤,Muang Niyom Coconut Palm Sugar 1kg,เมืองนิยม น้ำตาลมะพร้าว 1 กก. สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,泰式椰糖 1公斤，泰国正品，精选泰国人气商品，泰国直邮。,"Muang Niyom Coconut Palm Sugar 1kg — 100% authentic Thai product, shipped directly from Thailand.",5500,CNY,50,1050,Thai Cooking,泰式椰糖|泰国调料|泰式料理|泰国厨房|泰国特产,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mny-psg-1kg.webp,true,https://www.makro.pro/th/p/43992-7196406415555
MDH-SOP-160G-6PK,madame-heng-herbal-soap-160g-6pcs,มาดามเฮง สบู่สมุนไพร 160 กรัม (แพ็ก 6 ก้อน),兴太太草本手工皂 160克 (6块装),Madame Heng Herbal Soap 160g (Pack of 6),มาดามเฮง สบู่สมุนไพร 160 กรัม (แพ็ก 6 ก้อน) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,兴太太草本手工皂 160克 (6块装)，泰国正品，精选泰国人气商品，泰国直邮。,"Madame Heng Herbal Soap 160g (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",13600,CNY,50,1000,Personal Care,兴太太草本手工皂|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mdh-sop-160g-6pk.webp,true,https://www.makro.pro/th/p/821286-7352671371459
ING-SOP-TMR-85G-4PK,ing-on-tamarind-soap-85g-4pcs,อิงอร สบู่สมุนไพร สูตรมะขามแท้ 85 กรัม (แพ็ก 4 ก้อน),泰国罗望子草本皂 85克 (4块装),Ing-On Tamarind Herbal Soap 85g (Pack of 4),อิงอร สบู่สมุนไพร สูตรมะขามแท้ 85 กรัม (แพ็ก 4 ก้อน) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,泰国罗望子草本皂 85克 (4块装)，泰国正品，精选泰国人气商品，泰国直邮。,"Ing-On Tamarind Herbal Soap 85g (Pack of 4) — 100% authentic Thai product, shipped directly from Thailand.",4800,CNY,50,380,Personal Care,泰国罗望子草本皂|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ing-sop-tmr-85g-4pk.webp,true,https://www.makro.pro/th/p/180096-7115247550659
SNK-CPW-50G-6PK,snake-brand-cooling-powder-classic-50g-6pcs,ตรางู แป้งเย็น กลิ่นคลาสสิค 50 กรัม (แพ็ก 6 กระป๋อง),蛇牌经典爽身粉 50克 (6罐装),Snake Brand Cooling Powder Classic 50g (Pack of 6),ตรางู แป้งเย็น กลิ่นคลาสสิค 50 กรัม (แพ็ก 6 กระป๋อง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,蛇牌经典爽身粉 50克 (6罐装)，泰国正品，精选泰国人气商品，泰国直邮。,"Snake Brand Cooling Powder Classic 50g (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",5900,CNY,50,380,Personal Care,蛇牌经典爽身粉|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/snk-cpw-50g-6pk.webp,true,https://www.makro.pro/th/p/830533-7352472436931
SNK-CPW-RLX-280G-2PK,snake-brand-relaxing-lavender-280g-2pcs,ตรางู แป้งเย็น รีแล็กซิ่ง เฟรนช์ลาเวนเดอร์ 280 กรัม (แพ็ก 2),蛇牌薰衣草舒缓爽身粉 280克 (2罐装),Snake Brand Relaxing Lavender 280g (Pack of 2),ตรางู แป้งเย็น รีแล็กซิ่ง เฟรนช์ลาเวนเดอร์ 280 กรัม (แพ็ก 2) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,蛇牌薰衣草舒缓爽身粉 280克 (2罐装)，泰国正品，精选泰国人气商品，泰国直邮。,"Snake Brand Relaxing Lavender 280g (Pack of 2) — 100% authentic Thai product, shipped directly from Thailand.",6200,CNY,50,650,Personal Care,蛇牌薰衣草舒缓爽身粉|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/snk-cpw-rlx-280g-2pk.webp,true,https://www.makro.pro/th/p/164113-7352428921027
SRC-PWD-MSK-20G-3PK,srichand-face-mask-powder-20g-3pcs,ศรีจันทร์ แป้งหอมสำหรับพอกหน้า สูตรต้นตำรับ 20 กรัม (แพ็ก 3 กล่อง),诗丽香传统面膜香粉 20克 (3盒装),Srichand Traditional Face Mask Powder 20g (Pack of 3),ศรีจันทร์ แป้งหอมสำหรับพอกหน้า สูตรต้นตำรับ 20 กรัม (แพ็ก 3 กล่อง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,诗丽香传统面膜香粉 20克 (3盒装)，泰国正品，精选泰国人气商品，泰国直邮。,"Srichand Traditional Face Mask Powder 20g (Pack of 3) — 100% authentic Thai product, shipped directly from Thailand.",9200,CNY,50,100,Skincare,诗丽香传统面膜香粉|泰国护肤品|进口护肤|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/src-pwd-msk-20g-3pk.webp,true,https://www.makro.pro/th/p/219044-7497351102659
TWL-TPS-40G-12PK,twin-lotus-herbal-toothpaste-40g-12pcs,ดอกบัวคู่ ยาสีฟันสมุนไพร 40 กรัม (แพ็ก 12 หลอด),双莲草本牙膏 40克 (12支装),Twin Lotus Herbal Toothpaste 40g (Pack of 12),ดอกบัวคู่ ยาสีฟันสมุนไพร 40 กรัม (แพ็ก 12 หลอด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,双莲草本牙膏 40克 (12支装)，泰国正品，精选泰国人气商品，泰国直邮。,"Twin Lotus Herbal Toothpaste 40g (Pack of 12) — 100% authentic Thai product, shipped directly from Thailand.",11800,CNY,50,600,Personal Care,双莲草本牙膏|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/twl-tps-40g-12pk.webp,true,https://www.makro.pro/th/p/197454-7325032579267
BIO-UV-SCH-7ML-6PK,biore-uv-aqua-rich-sachet-7ml-6pcs,บิโอเร ยูวี อะควาริช เจลกันแดด SPF50+ 7 มล. (แพ็ก 6 ซอง),碧柔水感防晒精华便携装 SPF50+ 7毫升 (6包装),Biore UV Aqua Rich Sachet SPF50+ 7ml (Pack of 6),บิโอเร ยูวี อะควาริช เจลกันแดด SPF50+ 7 มล. (แพ็ก 6 ซอง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,碧柔水感防晒精华便携装 SPF50+ 7毫升 (6包装)，泰国正品，精选泰国人气商品，泰国直邮。,"Biore UV Aqua Rich Sachet SPF50+ 7ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",5900,CNY,50,80,Personal Care,碧柔水感防晒精华便携装|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/bio-uv-sch-7ml-6pk.webp,true,https://www.makro.pro/th/p/907405-7497442787523
GRN-UV-SCH-7ML-6PK,garnier-uv-sunscreen-sachet-7ml-6pcs,การ์นิเย่ ซุปเปอร์ ยูวี ครีมกันแดด SPF50 7 มล. (แพ็ก 6 ซอง),卡尼尔超强防晒霜便携装 SPF50 7毫升 (6包装),Garnier Super UV Sunscreen SPF50 7ml (Pack of 6),การ์นิเย่ ซุปเปอร์ ยูวี ครีมกันแดด SPF50 7 มล. (แพ็ก 6 ซอง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,卡尼尔超强防晒霜便携装 SPF50 7毫升 (6包装)，泰国正品，精选泰国人气商品，泰国直邮。,"Garnier Super UV Sunscreen SPF50 7ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",5900,CNY,50,80,Personal Care,卡尼尔超强防晒霜便携装|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/grn-uv-sch-7ml-6pk.webp,true,https://www.makro.pro/th/p/863913-7350173368515
MST-BBP-S2,mistine-flower-bb-powder-s2,มิสทิน ฟลาวเวอร์ บีบี เพาเดอร์ เอส2 (1 ตลับ),Mistine 花漾BB粉饼 S2,Mistine Flower BB Powder S2,มิสทิน ฟลาวเวอร์ บีบี เพาเดอร์ เอส2 (1 ตลับ) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Mistine 花漾BB粉饼 S2，泰国正品，精选泰国人气商品，泰国直邮。,"Mistine Flower BB Powder S2 — 100% authentic Thai product, shipped directly from Thailand.",10900,CNY,50,90,Makeup,Mistine|泰国美妆|进口彩妆|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/mst-bbp-s2.webp,true,https://www.makro.pro/th/p/19805-625544199631361
BBF-FCF-HKD-100G,beauty-buffet-hokkaido-milk-foam-100g,บิวตี้ บุฟเฟ่ต์ โฟมล้างหน้านมฮอกไกโด 100 กรัม,Beauty Buffet 北海道牛奶洗面奶 100克,Beauty Buffet Hokkaido Milk Whipping Foam 100g,บิวตี้ บุฟเฟ่ต์ โฟมล้างหน้านมฮอกไกโด 100 กรัม สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Beauty Buffet 北海道牛奶洗面奶 100克，泰国正品，精选泰国人气商品，泰国直邮。,"Beauty Buffet Hokkaido Milk Whipping Foam 100g — 100% authentic Thai product, shipped directly from Thailand.",4900,CNY,50,130,Personal Care,Beauty|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/bbf-fcf-hkd-100g.webp,true,https://www.makro.pro/en/p/8856153245513-550514345788612
RJK-SRM-WPL-6ML-6PK,rojukiss-white-poreless-serum-6ml-6pcs,โรจูคิส ไวท์พอร์เลสเซรั่ม 6 มล. (แพ็ก 6 ซอง),Rojukiss 白皙毛孔精华便携装 6毫升 (6包装),Rojukiss White Poreless Serum 6ml (Pack of 6),โรจูคิส ไวท์พอร์เลสเซรั่ม 6 มล. (แพ็ก 6 ซอง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Rojukiss 白皙毛孔精华便携装 6毫升 (6包装)，泰国正品，精选泰国人气商品，泰国直邮。,"Rojukiss White Poreless Serum 6ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",5900,CNY,50,60,Skincare,Rojukiss|泰国护肤品|进口护肤|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/rjk-srm-wpl-6ml-6pk.webp,true,https://www.makro.pro/th/p/912062-811726275197745
DNE-DET-PPL-460ML-3PK,d-nee-baby-laundry-purple-460ml-3pcs,ดีนี่ น้ำยาซักผ้าเด็กผสมปรับผ้านุ่ม สีม่วง 460 มล. (แพ็ก 3 ขวด),D-nee 婴儿洗衣液含柔顺剂 紫色 460毫升 (3瓶装),D-nee Baby Laundry with Softener Purple 460ml (Pack of 3),ดีนี่ น้ำยาซักผ้าเด็กผสมปรับผ้านุ่ม สีม่วง 460 มล. (แพ็ก 3 ขวด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,D-nee 婴儿洗衣液含柔顺剂 紫色 460毫升 (3瓶装)，泰国正品，精选泰国人气商品，泰国直邮。,"D-nee Baby Laundry with Softener Purple 460ml (Pack of 3) — 100% authentic Thai product, shipped directly from Thailand.",10300,CNY,50,1550,Household,D-nee|泰国家居|衣物护理|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/dne-det-ppl-460ml-3pk.webp,true,https://www.makro.pro/th/p/805515-7352791236803
KDM-BPW-50G-12PK,kodomo-baby-powder-50g-12pcs,โคโดโม แป้งเด็ก สีชมพู 50 กรัม (แพ็ก 12 กระป๋อง),Kodomo 婴儿爽身粉 50克 (12罐装),Kodomo Baby Powder Pink 50g (Pack of 12),โคโดโม แป้งเด็ก สีชมพู 50 กรัม (แพ็ก 12 กระป๋อง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Kodomo 婴儿爽身粉 50克 (12罐装)，泰国正品，精选泰国人气商品，泰国直邮。,"Kodomo Baby Powder Pink 50g (Pack of 12) — 100% authentic Thai product, shipped directly from Thailand.",8900,CNY,50,750,Personal Care,Kodomo|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/kdm-bpw-50g-12pk.webp,true,https://www.makro.pro/th/p/123342-7352472961219
NMM-OIL-60ML-3PK,namman-muay-oil-60ml-3pcs,น้ำมันมวย บรรเทาปวดเมื่อย 60 มล. (แพ็ก 3 ขวด),泰拳按摩油 60毫升 (3瓶装),Namman Muay Analgesic Oil 60ml (Pack of 3),น้ำมันมวย บรรเทาปวดเมื่อย 60 มล. (แพ็ก 3 ขวด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,泰拳按摩油 60毫升 (3瓶装)，泰国正品，精选泰国人气商品，泰国直邮。,"Namman Muay Analgesic Oil 60ml (Pack of 3) — 100% authentic Thai product, shipped directly from Thailand.",15800,CNY,50,300,Herbal Products,泰拳按摩油|泰国草药|传统泰式|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/nmm-oil-60ml-3pk.webp,true,https://www.makro.pro/th/p/850094-7499708432579
SFL-MSQ-FLR-8ML-24PK,soffell-mosquito-lotion-floral-8ml-24pcs,ซอฟเฟล โลชั่นทากันยุง กลิ่นฟลอร่า 8 มล. (แพ็ก 24 ซอง),Soffell 驱蚊液花香便携装 8毫升 (24包装),Soffell Mosquito Repellent Lotion Floral 8ml (Pack of 24),ซอฟเฟล โลชั่นทากันยุง กลิ่นฟลอร่า 8 มล. (แพ็ก 24 ซอง) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,Soffell 驱蚊液花香便携装 8毫升 (24包装)，泰国正品，精选泰国人气商品，泰国直邮。,"Soffell Mosquito Repellent Lotion Floral 8ml (Pack of 24) — 100% authentic Thai product, shipped directly from Thailand.",6200,CNY,50,300,Personal Care,Soffell|个人护理|泰国日用品|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/sfl-msq-flr-8ml-24pk.webp,true,https://www.makro.pro/th/p/201782-7275655856323
SSL-SHP-BTF-150ML-6PK,sunsilk-natural-butterfly-pea-shampoo-150ml-6pcs,ซันซิล เนเชอรัล แชมพู อัญชันและมะกรูด 150 มล. (แพ็ก 6 ขวด),夏士莲蝶豆花青柠洗发水 150毫升 (6瓶装),Sunsilk Natural Butterfly Pea & Kaffir Lime Shampoo 150ml (Pack of 6),ซันซิล เนเชอรัล แชมพู อัญชันและมะกรูด 150 มล. (แพ็ก 6 ขวด) สินค้าของแท้ 100% จากประเทศไทย คัดสรรสินค้ายอดนิยมส่งตรงถึงมือคุณ,夏士莲蝶豆花青柠洗发水 150毫升 (6瓶装)，泰国正品，精选泰国人气商品，泰国直邮。,"Sunsilk Natural Butterfly Pea & Kaffir Lime Shampoo 150ml (Pack of 6) — 100% authentic Thai product, shipped directly from Thailand.",9200,CNY,50,1050,Hair Care,夏士莲蝶豆花青柠洗发水|泰国洗护|头发护理|泰国正品,https://ljvjlhinehgehdpjhbfe.supabase.co/storage/v1/object/public/siambox-products/products/ssl-shp-btf-150ml-6pk.webp,true,https://www.makro.pro/th/p/862076-7350156067011
